scenario,year,age_group,sex,pop_thousands
SSP2,1970,100+,Female,0.3
SSP2,1970,100+,Male,0.1
SSP2,1970,15--19,Female,393.1
SSP2,1970,15--19,Male,413.7
SSP2,1970,20--24,Female,305.8
SSP2,1970,20--24,Male,313.4
SSP2,1970,25--29,Female,269.2
SSP2,1970,25--29,Male,262.2
SSP2,1970,30--34,Female,379.2
SSP2,1970,30--34,Male,350.0
SSP2,1970,35--39,Female,369.3
SSP2,1970,35--39,Male,335.5
SSP2,1970,40--44,Female,384.9
SSP2,1970,40--44,Male,310.9
SSP2,1970,45--49,Female,300.6
SSP2,1970,45--49,Male,196.3
SSP2,1970,5--9,Female,454.1
SSP2,1970,5--9,Male,475.6
SSP2,1970,50--54,Female,203.0
SSP2,1970,50--54,Male,122.7
SSP2,1970,55--59,Female,267.6
SSP2,1970,55--59,Male,147.6
SSP2,1970,60--64,Female,245.0
SSP2,1970,60--64,Male,143.0
SSP2,1970,65--69,Female,209.6
SSP2,1970,65--69,Male,111.5
SSP2,1970,70--74,Female,142.0
SSP2,1970,70--74,Male,72.6
SSP2,1970,75--79,Female,91.5
SSP2,1970,75--79,Male,45.4
SSP2,1970,80--84,Female,50.9
SSP2,1970,80--84,Male,21.1
SSP2,1970,85--89,Female,18.1
SSP2,1970,85--89,Male,8.1
SSP2,1970,90--94,Female,6.0
SSP2,1970,90--94,Male,2.2
SSP2,1970,95--99,Female,1.6
SSP2,1970,95--99,Male,0.5
SSP2,1975,0--4,Female,364.3
SSP2,1975,0--4,Male,378.7
SSP2,1975,10--14,Female,450.7
SSP2,1975,10--14,Male,473.4
SSP2,1975,100+,Female,0.2
SSP2,1975,100+,Male,0.0
SSP2,1975,15--19,Female,442.4
SSP2,1975,15--19,Male,470.7
SSP2,1975,20--24,Female,375.2
SSP2,1975,20--24,Male,386.3
SSP2,1975,25--29,Female,304.5
SSP2,1975,25--29,Male,309.6
SSP2,1975,30--34,Female,262.6
SSP2,1975,30--34,Male,256.3
SSP2,1975,35--39,Female,382.3
SSP2,1975,35--39,Male,349.5
SSP2,1975,40--44,Female,363.0
SSP2,1975,40--44,Male,327.8
SSP2,1975,45--49,Female,384.3
SSP2,1975,45--49,Male,306.9
SSP2,1975,5--9,Female,370.1
SSP2,1975,5--9,Male,382.9
SSP2,1975,50--54,Female,302.6
SSP2,1975,50--54,Male,190.3
SSP2,1975,55--59,Female,205.1
SSP2,1975,55--59,Male,117.0
SSP2,1975,60--64,Female,260.8
SSP2,1975,60--64,Male,139.0
SSP2,1975,65--69,Female,231.3
SSP2,1975,65--69,Male,126.6
SSP2,1975,70--74,Female,182.8
SSP2,1975,70--74,Male,90.1
SSP2,1975,75--79,Female,107.1
SSP2,1975,75--79,Male,50.6
SSP2,1975,80--84,Female,55.5
SSP2,1975,80--84,Male,25.7
SSP2,1975,85--89,Female,23.6
SSP2,1975,85--89,Male,9.1
SSP2,1975,90--94,Female,6.1
SSP2,1975,90--94,Male,2.4
SSP2,1975,95--99,Female,1.4
SSP2,1975,95--99,Male,0.4
SSP2,1980,0--4,Female,372.4
SSP2,1980,0--4,Male,384.1
SSP2,1980,10--14,Female,370.1
SSP2,1980,10--14,Male,376.9
SSP2,1980,100+,Female,0.2
SSP2,1980,100+,Male,0.0
SSP2,1980,15--19,Female,429.3
SSP2,1980,15--19,Male,455.8
SSP2,1980,20--24,Female,430.9
SSP2,1980,20--24,Male,444.8
SSP2,1980,25--29,Female,380.5
SSP2,1980,25--29,Male,384.7
SSP2,1980,30--34,Female,306.9
SSP2,1980,30--34,Male,308.3
SSP2,1980,35--39,Female,264.5
SSP2,1980,35--39,Male,252.0
SSP2,1980,40--44,Female,381.5
SSP2,1980,40--44,Male,342.2
SSP2,1980,45--49,Female,358.5
SSP2,1980,45--49,Male,317.0
SSP2,1980,5--9,Female,368.0
SSP2,1980,5--9,Male,377.9
SSP2,1980,50--54,Female,380.7
SSP2,1980,50--54,Male,293.7
SSP2,1980,55--59,Female,307.7
SSP2,1980,55--59,Male,179.9
SSP2,1980,60--64,Female,194.2
SSP2,1980,60--64,Male,106.5
SSP2,1980,65--69,Female,247.4
SSP2,1980,65--69,Male,122.0
SSP2,1980,70--74,Female,204.6
SSP2,1980,70--74,Male,100.2
SSP2,1980,75--79,Female,140.4
SSP2,1980,75--79,Male,61.8
SSP2,1980,80--84,Female,65.9
SSP2,1980,80--84,Male,27.9
SSP2,1980,85--89,Female,25.5
SSP2,1980,85--89,Male,10.6
SSP2,1980,90--94,Female,7.5
SSP2,1980,90--94,Male,2.4
SSP2,1980,95--99,Female,1.3
SSP2,1980,95--99,Male,0.4
SSP2,1985,0--4,Female,402.7
SSP2,1985,0--4,Male,413.5
SSP2,1985,10--14,Female,369.8
SSP2,1985,10--14,Male,374.7
SSP2,1985,100+,Female,0.1
SSP2,1985,100+,Male,0.0
SSP2,1985,15--19,Female,361.6
SSP2,1985,15--19,Male,358.7
SSP2,1985,20--24,Female,425.2
SSP2,1985,20--24,Male,434.6
SSP2,1985,25--29,Female,438.6
SSP2,1985,25--29,Male,441.5
SSP2,1985,30--34,Female,380.7
SSP2,1985,30--34,Male,382.1
SSP2,1985,35--39,Female,306.1
SSP2,1985,35--39,Male,300.7
SSP2,1985,40--44,Female,260.9
SSP2,1985,40--44,Male,244.3
SSP2,1985,45--49,Female,375.9
SSP2,1985,45--49,Male,329.1
SSP2,1985,5--9,Female,375.9
SSP2,1985,5--9,Male,383.1
SSP2,1985,50--54,Female,348.0
SSP2,1985,50--54,Male,297.3
SSP2,1985,55--59,Female,380.2
SSP2,1985,55--59,Male,274.3
SSP2,1985,60--64,Female,291.6
SSP2,1985,60--64,Male,162.4
SSP2,1985,65--69,Female,181.2
SSP2,1985,65--69,Male,91.8
SSP2,1985,70--74,Female,217.8
SSP2,1985,70--74,Male,95.6
SSP2,1985,75--79,Female,157.9
SSP2,1985,75--79,Male,68.0
SSP2,1985,80--84,Female,87.3
SSP2,1985,80--84,Male,33.6
SSP2,1985,85--89,Female,30.9
SSP2,1985,85--89,Male,11.2
SSP2,1985,90--94,Female,8.1
SSP2,1985,90--94,Male,2.7
SSP2,1985,95--99,Female,1.4
SSP2,1985,95--99,Male,0.4
SSP2,1990,0--4,Female,407.2
SSP2,1990,0--4,Male,419.3
SSP2,1990,10--14,Female,380.5
SSP2,1990,10--14,Male,385.3
SSP2,1990,100+,Female,0.1
SSP2,1990,100+,Male,0.0
SSP2,1990,15--19,Female,365.9
SSP2,1990,15--19,Male,364.9
SSP2,1990,20--24,Female,360.0
SSP2,1990,20--24,Male,346.8
SSP2,1990,25--29,Female,433.0
SSP2,1990,25--29,Male,433.9
SSP2,1990,30--34,Female,437.2
SSP2,1990,30--34,Male,436.1
SSP2,1990,35--39,Female,380.1
SSP2,1990,35--39,Male,372.6
SSP2,1990,40--44,Female,303.3
SSP2,1990,40--44,Male,291.9
SSP2,1990,45--49,Female,255.5
SSP2,1990,45--49,Male,234.2
SSP2,1990,5--9,Female,407.3
SSP2,1990,5--9,Male,412.8
SSP2,1990,50--54,Female,362.4
SSP2,1990,50--54,Male,308.7
SSP2,1990,55--59,Female,342.7
SSP2,1990,55--59,Male,274.3
SSP2,1990,60--64,Female,360.6
SSP2,1990,60--64,Male,248.1
SSP2,1990,65--69,Female,271.1
SSP2,1990,65--69,Male,141.0
SSP2,1990,70--74,Female,158.9
SSP2,1990,70--74,Male,73.6
SSP2,1990,75--79,Female,167.6
SSP2,1990,75--79,Male,66.6
SSP2,1990,80--84,Female,99.1
SSP2,1990,80--84,Male,38.6
SSP2,1990,85--89,Female,40.7
SSP2,1990,85--89,Male,14.3
SSP2,1990,90--94,Female,9.7
SSP2,1990,90--94,Male,3.1
SSP2,1990,95--99,Female,1.5
SSP2,1990,95--99,Male,0.4
SSP2,1995,0--4,Female,314.6
SSP2,1995,0--4,Male,324.6
SSP2,1995,10--14,Female,414.2
SSP2,1995,10--14,Male,416.8
SSP2,1995,100+,Female,0.1
SSP2,1995,100+,Male,0.0
SSP2,1995,15--19,Female,379.5
SSP2,1995,15--19,Male,385.6
SSP2,1995,20--24,Female,364.3
SSP2,1995,20--24,Male,357.9
SSP2,1995,25--29,Female,362.3
SSP2,1995,25--29,Male,352.3
SSP2,1995,30--34,Female,429.2
SSP2,1995,30--34,Male,423.8
SSP2,1995,35--39,Female,438.1
SSP2,1995,35--39,Male,422.5
SSP2,1995,40--44,Female,374.4
SSP2,1995,40--44,Male,355.6
SSP2,1995,45--49,Female,300.2
SSP2,1995,45--49,Male,278.6
SSP2,1995,5--9,Female,409.0
SSP2,1995,5--9,Male,417.1
SSP2,1995,50--54,Female,243.2
SSP2,1995,50--54,Male,215.1
SSP2,1995,55--59,Female,354.8
SSP2,1995,55--59,Male,281.1
SSP2,1995,60--64,Female,324.1
SSP2,1995,60--64,Male,241.6
SSP2,1995,65--69,Female,335.1
SSP2,1995,65--69,Male,210.2
SSP2,1995,70--74,Female,239.0
SSP2,1995,70--74,Male,111.1
SSP2,1995,75--79,Female,123.5
SSP2,1995,75--79,Male,50.2
SSP2,1995,80--84,Female,105.8
SSP2,1995,80--84,Male,35.9
SSP2,1995,85--89,Female,46.9
SSP2,1995,85--89,Male,15.2
SSP2,1995,90--94,Female,13.1
SSP2,1995,90--94,Male,3.5
SSP2,1995,95--99,Female,1.8
SSP2,1995,95--99,Male,0.4
SSP2,2000,0--4,Female,236.2
SSP2,2000,0--4,Male,245.1
SSP2,2000,10--14,Female,411.0
SSP2,2000,10--14,Male,419.1
SSP2,2000,100+,Female,0.2
SSP2,2000,100+,Male,0.0
SSP2,2000,15--19,Female,408.2
SSP2,2000,15--19,Male,415.3
SSP2,2000,20--24,Female,375.0
SSP2,2000,20--24,Male,379.7
SSP2,2000,25--29,Female,362.8
SSP2,2000,25--29,Male,358.1
SSP2,2000,30--34,Female,356.4
SSP2,2000,30--34,Male,342.9
SSP2,2000,35--39,Female,424.0
SSP2,2000,35--39,Male,404.0
SSP2,2000,40--44,Female,431.9
SSP2,2000,40--44,Male,402.3
SSP2,2000,45--49,Female,368.8
SSP2,2000,45--49,Male,336.0
SSP2,2000,5--9,Female,309.9
SSP2,2000,5--9,Male,316.7
SSP2,2000,50--54,Female,293.3
SSP2,2000,50--54,Male,259.9
SSP2,2000,55--59,Female,239.4
SSP2,2000,55--59,Male,194.4
SSP2,2000,60--64,Female,335.3
SSP2,2000,60--64,Male,242.5
SSP2,2000,65--69,Female,301.7
SSP2,2000,65--69,Male,198.0
SSP2,2000,70--74,Female,297.6
SSP2,2000,70--74,Male,160.1
SSP2,2000,75--79,Female,189.1
SSP2,2000,75--79,Male,73.4
SSP2,2000,80--84,Female,80.4
SSP2,2000,80--84,Male,26.3
SSP2,2000,85--89,Female,51.6
SSP2,2000,85--89,Male,13.2
SSP2,2000,90--94,Female,15.7
SSP2,2000,90--94,Male,3.3
SSP2,2000,95--99,Female,2.6
SSP2,2000,95--99,Male,0.4
SSP2,2005,0--4,Female,228.0
SSP2,2005,0--4,Male,237.6
SSP2,2005,10--14,Female,305.2
SSP2,2005,10--14,Male,313.8
SSP2,2005,100+,Female,0.3
SSP2,2005,100+,Male,0.0
SSP2,2005,15--19,Female,398.3
SSP2,2005,15--19,Male,412.9
SSP2,2005,20--24,Female,396.2
SSP2,2005,20--24,Male,405.5
SSP2,2005,25--29,Female,366.9
SSP2,2005,25--29,Male,369.9
SSP2,2005,30--34,Female,353.2
SSP2,2005,30--34,Male,341.5
SSP2,2005,35--39,Female,348.6
SSP2,2005,35--39,Male,326.1
SSP2,2005,40--44,Female,409.9
SSP2,2005,40--44,Male,380.6
SSP2,2005,45--49,Female,422.9
SSP2,2005,45--49,Male,382.4
SSP2,2005,5--9,Female,230.7
SSP2,2005,5--9,Male,238.4
SSP2,2005,50--54,Female,359.0
SSP2,2005,50--54,Male,314.6
SSP2,2005,55--59,Female,294.4
SSP2,2005,55--59,Male,240.1
SSP2,2005,60--64,Female,224.2
SSP2,2005,60--64,Male,167.2
SSP2,2005,65--69,Female,309.5
SSP2,2005,65--69,Male,196.3
SSP2,2005,70--74,Female,269.1
SSP2,2005,70--74,Male,148.4
SSP2,2005,75--79,Female,235.4
SSP2,2005,75--79,Male,104.2
SSP2,2005,80--84,Female,124.2
SSP2,2005,80--84,Male,39.0
SSP2,2005,85--89,Female,39.4
SSP2,2005,85--89,Male,10.2
SSP2,2005,90--94,Female,16.9
SSP2,2005,90--94,Male,3.0
SSP2,2005,95--99,Female,3.1
SSP2,2005,95--99,Male,0.4
SSP2,2010,0--4,Female,252.4
SSP2,2010,0--4,Male,264.2
SSP2,2010,10--14,Female,230.2
SSP2,2010,10--14,Male,239.1
SSP2,2010,100+,Female,0.4
SSP2,2010,100+,Male,0.0
SSP2,2010,15--19,Female,295.5
SSP2,2010,15--19,Male,307.4
SSP2,2010,20--24,Female,386.5
SSP2,2010,20--24,Male,400.3
SSP2,2010,25--29,Female,390.0
SSP2,2010,25--29,Male,397.0
SSP2,2010,30--34,Female,358.9
SSP2,2010,30--34,Male,353.0
SSP2,2010,35--39,Female,347.4
SSP2,2010,35--39,Male,325.9
SSP2,2010,40--44,Female,339.8
SSP2,2010,40--44,Male,311.1
SSP2,2010,45--49,Female,398.5
SSP2,2010,45--49,Male,361.2
SSP2,2010,5--9,Female,225.2
SSP2,2010,5--9,Male,233.5
SSP2,2010,50--54,Female,412.5
SSP2,2010,50--54,Male,361.4
SSP2,2010,55--59,Female,352.9
SSP2,2010,55--59,Male,289.5
SSP2,2010,60--64,Female,290.8
SSP2,2010,60--64,Male,214.9
SSP2,2010,65--69,Female,203.7
SSP2,2010,65--69,Male,135.1
SSP2,2010,70--74,Female,282.9
SSP2,2010,70--74,Male,149.9
SSP2,2010,75--79,Female,216.6
SSP2,2010,75--79,Male,96.6
SSP2,2010,80--84,Female,161.5
SSP2,2010,80--84,Male,56.6
SSP2,2010,85--89,Female,64.7
SSP2,2010,85--89,Male,16.2
SSP2,2010,90--94,Female,14.5
SSP2,2010,90--94,Male,2.8
SSP2,2010,95--99,Female,3.8
SSP2,2010,95--99,Male,0.4
SSP2,2015,0--4,Female,282.5
SSP2,2015,0--4,Male,296.9
SSP2,2015,10--14,Female,232.3
SSP2,2015,10--14,Male,240.1
SSP2,2015,100+,Female,0.6
SSP2,2015,100+,Male,0.1
SSP2,2015,15--19,Female,226.3
SSP2,2015,15--19,Male,237.0
SSP2,2015,20--24,Female,292.6
SSP2,2015,20--24,Male,297.6
SSP2,2015,25--29,Female,389.4
SSP2,2015,25--29,Male,394.2
SSP2,2015,30--34,Female,392.0
SSP2,2015,30--34,Male,385.3
SSP2,2015,35--39,Female,358.9
SSP2,2015,35--39,Male,342.6
SSP2,2015,40--44,Female,344.6
SSP2,2015,40--44,Male,316.5
SSP2,2015,45--49,Female,335.2
SSP2,2015,45--49,Male,299.9
SSP2,2015,5--9,Female,252.7
SSP2,2015,5--9,Male,263.0
SSP2,2015,50--54,Female,387.4
SSP2,2015,50--54,Male,342.8
SSP2,2015,55--59,Female,403.3
SSP2,2015,55--59,Male,335.1
SSP2,2015,60--64,Female,346.1
SSP2,2015,60--64,Male,260.4
SSP2,2015,65--69,Female,275.0
SSP2,2015,65--69,Male,180.5
SSP2,2015,70--74,Female,187.3
SSP2,2015,70--74,Male,104.9
SSP2,2015,75--79,Female,234.1
SSP2,2015,75--79,Male,101.2
SSP2,2015,80--84,Female,154.6
SSP2,2015,80--84,Male,54.0
SSP2,2015,85--89,Female,89.2
SSP2,2015,85--89,Male,25.0
SSP2,2015,90--94,Female,26.0
SSP2,2015,90--94,Male,5.2
SSP2,2015,95--99,Female,3.8
SSP2,2015,95--99,Male,0.6
SSP2,2020,0--4,Female,252.5
SSP2,2020,0--4,Male,265.5
SSP2,2020,10--14,Female,258.2
SSP2,2020,10--14,Male,268.4
SSP2,2020,100+,Female,0.7
SSP2,2020,100+,Male,0.1
SSP2,2020,15--19,Female,232.7
SSP2,2020,15--19,Male,241.2
SSP2,2020,20--24,Female,223.5
SSP2,2020,20--24,Male,230.3
SSP2,2020,25--29,Female,299.2
SSP2,2020,25--29,Male,293.9
SSP2,2020,30--34,Female,397.5
SSP2,2020,30--34,Male,387.5
SSP2,2020,35--39,Female,397.4
SSP2,2020,35--39,Male,378.2
SSP2,2020,40--44,Female,359.3
SSP2,2020,40--44,Male,337.1
SSP2,2020,45--49,Female,343.0
SSP2,2020,45--49,Male,308.4
SSP2,2020,5--9,Female,284.1
SSP2,2020,5--9,Male,296.6
SSP2,2020,50--54,Female,330.0
SSP2,2020,50--54,Male,289.3
SSP2,2020,55--59,Female,379.2
SSP2,2020,55--59,Male,322.0
SSP2,2020,60--64,Female,393.7
SSP2,2020,60--64,Male,306.2
SSP2,2020,65--69,Female,330.1
SSP2,2020,65--69,Male,223.7
SSP2,2020,70--74,Female,255.4
SSP2,2020,70--74,Male,144.6
SSP2,2020,75--79,Female,155.2
SSP2,2020,75--79,Male,72.4
SSP2,2020,80--84,Female,172.9
SSP2,2020,80--84,Male,59.5
SSP2,2020,85--89,Female,90.1
SSP2,2020,85--89,Male,25.0
SSP2,2020,90--94,Female,38.8
SSP2,2020,90--94,Male,8.6
SSP2,2020,95--99,Female,7.7
SSP2,2020,95--99,Male,1.3
SSP2,2025,0--4,Female,202.1
SSP2,2025,0--4,Male,213.6
SSP2,2025,10--14,Female,286.9
SSP2,2025,10--14,Male,299.4
SSP2,2025,100+,Female,1.2
SSP2,2025,100+,Male,0.1
SSP2,2025,15--19,Female,260.3
SSP2,2025,15--19,Male,269.8
SSP2,2025,20--24,Female,235.3
SSP2,2025,20--24,Male,242.9
SSP2,2025,25--29,Female,225.5
SSP2,2025,25--29,Male,231.1
SSP2,2025,30--34,Female,298.8
SSP2,2025,30--34,Male,292.4
SSP2,2025,35--39,Female,394.9
SSP2,2025,35--39,Male,382.3
SSP2,2025,40--44,Female,394.8
SSP2,2025,40--44,Male,370.8
SSP2,2025,45--49,Female,356.3
SSP2,2025,45--49,Male,326.4
SSP2,2025,5--9,Female,255.1
SSP2,2025,5--9,Male,268.2
SSP2,2025,50--54,Female,338.6
SSP2,2025,50--54,Male,293.3
SSP2,2025,55--59,Female,322.9
SSP2,2025,55--59,Male,267.5
SSP2,2025,60--64,Female,364.6
SSP2,2025,60--64,Male,283.7
SSP2,2025,65--69,Female,368.3
SSP2,2025,65--69,Male,252.3
SSP2,2025,70--74,Female,294.2
SSP2,2025,70--74,Male,167.9
SSP2,2025,75--79,Female,209.9
SSP2,2025,75--79,Male,94.9
SSP2,2025,80--84,Female,111.2
SSP2,2025,80--84,Male,38.6
SSP2,2025,85--89,Female,98.3
SSP2,2025,85--89,Male,23.7
SSP2,2025,90--94,Female,37.3
SSP2,2025,90--94,Male,7.0
SSP2,2025,95--99,Female,10.6
SSP2,2025,95--99,Male,1.6
SSP2,2030,0--4,Female,190.2
SSP2,2030,0--4,Male,201.3
SSP2,2030,10--14,Female,257.8
SSP2,2030,10--14,Male,270.9
SSP2,2030,100+,Female,2.1
SSP2,2030,100+,Male,0.2
SSP2,2030,15--19,Female,288.1
SSP2,2030,15--19,Male,299.9
SSP2,2030,20--24,Female,262.1
SSP2,2030,20--24,Male,270.7
SSP2,2030,25--29,Female,236.6
SSP2,2030,25--29,Male,243.1
SSP2,2030,30--34,Female,227.2
SSP2,2030,30--34,Male,231.6
SSP2,2030,35--39,Female,298.8
SSP2,2030,35--39,Male,290.5
SSP2,2030,40--44,Female,392.2
SSP2,2030,40--44,Male,375.3
SSP2,2030,45--49,Female,391.0
SSP2,2030,45--49,Male,360.3
SSP2,2030,5--9,Female,204.8
SSP2,2030,5--9,Male,216.5
SSP2,2030,50--54,Female,352.0
SSP2,2030,50--54,Male,313.0
SSP2,2030,55--59,Female,332.4
SSP2,2030,55--59,Male,275.5
SSP2,2030,60--64,Female,313.2
SSP2,2030,60--64,Male,242.5
SSP2,2030,65--69,Female,345.5
SSP2,2030,65--69,Male,243.9
SSP2,2030,70--74,Female,335.8
SSP2,2030,70--74,Male,202.9
SSP2,2030,75--79,Female,252.2
SSP2,2030,75--79,Male,121.6
SSP2,2030,80--84,Female,160.9
SSP2,2030,80--84,Male,58.9
SSP2,2030,85--89,Female,70.2
SSP2,2030,85--89,Male,19.3
SSP2,2030,90--94,Female,46.3
SSP2,2030,90--94,Male,8.6
SSP2,2030,95--99,Female,11.5
SSP2,2030,95--99,Male,1.7
SSP2,2035,0--4,Female,188.0
SSP2,2035,0--4,Male,199.1
SSP2,2035,10--14,Female,208.0
SSP2,2035,10--14,Male,219.7
SSP2,2035,100+,Female,2.5
SSP2,2035,100+,Male,0.3
SSP2,2035,15--19,Female,259.6
SSP2,2035,15--19,Male,271.9
SSP2,2035,20--24,Female,289.7
SSP2,2035,20--24,Male,300.5
SSP2,2035,25--29,Female,263.2
SSP2,2035,25--29,Male,270.6
SSP2,2035,30--34,Female,238.2
SSP2,2035,30--34,Male,243.4
SSP2,2035,35--39,Female,229.3
SSP2,2035,35--39,Male,231.8
SSP2,2035,40--44,Female,299.0
SSP2,2035,40--44,Male,287.4
SSP2,2035,45--49,Female,389.4
SSP2,2035,45--49,Male,365.9
SSP2,2035,5--9,Female,193.2
SSP2,2035,5--9,Male,204.3
SSP2,2035,50--54,Female,386.7
SSP2,2035,50--54,Male,346.7
SSP2,2035,55--59,Female,346.3
SSP2,2035,55--59,Male,295.7
SSP2,2035,60--64,Female,323.6
SSP2,2035,60--64,Male,252.2
SSP2,2035,65--69,Female,299.3
SSP2,2035,65--69,Male,212.1
SSP2,2035,70--74,Female,318.8
SSP2,2035,70--74,Male,200.6
SSP2,2035,75--79,Female,292.5
SSP2,2035,75--79,Male,151.3
SSP2,2035,80--84,Female,198.1
SSP2,2035,80--84,Male,78.5
SSP2,2035,85--89,Female,105.3
SSP2,2035,85--89,Male,30.8
SSP2,2035,90--94,Female,34.7
SSP2,2035,90--94,Male,7.4
SSP2,2035,95--99,Female,15.1
SSP2,2035,95--99,Male,2.3
SSP2,2040,0--4,Female,194.5
SSP2,2040,0--4,Male,206.0
SSP2,2040,10--14,Female,196.6
SSP2,2040,10--14,Male,207.7
SSP2,2040,100+,Female,3.3
SSP2,2040,100+,Male,0.4
SSP2,2040,15--19,Female,210.6
SSP2,2040,15--19,Male,221.4
SSP2,2040,20--24,Female,262.4
SSP2,2040,20--24,Male,273.5
SSP2,2040,25--29,Female,290.3
SSP2,2040,25--29,Male,299.9
SSP2,2040,30--34,Female,264.4
SSP2,2040,30--34,Male,270.6
SSP2,2040,35--39,Female,240.3
SSP2,2040,35--39,Male,243.6
SSP2,2040,40--44,Female,231.4
SSP2,2040,40--44,Male,231.0
SSP2,2040,45--49,Female,298.9
SSP2,2040,45--49,Male,282.3
SSP2,2040,5--9,Female,191.1
SSP2,2040,5--9,Male,202.3
SSP2,2040,50--54,Female,386.1
SSP2,2040,50--54,Male,353.6
SSP2,2040,55--59,Female,381.1
SSP2,2040,55--59,Male,329.2
SSP2,2040,60--64,Female,338.2
SSP2,2040,60--64,Male,272.9
SSP2,2040,65--69,Female,311.0
SSP2,2040,65--69,Male,223.6
SSP2,2040,70--74,Female,279.2
SSP2,2040,70--74,Male,178.2
SSP2,2040,75--79,Female,282.1
SSP2,2040,75--79,Male,153.9
SSP2,2040,80--84,Female,235.0
SSP2,2040,80--84,Male,101.2
SSP2,2040,85--89,Female,134.1
SSP2,2040,85--89,Male,43.0
SSP2,2040,90--94,Female,54.4
SSP2,2040,90--94,Male,12.5
SSP2,2040,95--99,Female,11.9
SSP2,2040,95--99,Male,2.1
SSP2,2045,0--4,Female,202.6
SSP2,2045,0--4,Male,214.6
SSP2,2045,10--14,Female,194.7
SSP2,2045,10--14,Male,205.9
SSP2,2045,100+,Female,2.9
SSP2,2045,100+,Male,0.4
SSP2,2045,15--19,Female,199.4
SSP2,2045,15--19,Male,209.6
SSP2,2045,20--24,Female,214.7
SSP2,2045,20--24,Male,224.2
SSP2,2045,25--29,Female,264.1
SSP2,2045,25--29,Male,273.9
SSP2,2045,30--34,Female,291.2
SSP2,2045,30--34,Male,299.5
SSP2,2045,35--39,Female,266.4
SSP2,2045,35--39,Male,270.6
SSP2,2045,40--44,Female,242.4
SSP2,2045,40--44,Male,242.9
SSP2,2045,45--49,Female,233.1
SSP2,2045,45--49,Male,228.5
SSP2,2045,5--9,Female,197.7
SSP2,2045,5--9,Male,209.2
SSP2,2045,50--54,Female,298.5
SSP2,2045,50--54,Male,274.9
SSP2,2045,55--59,Female,381.5
SSP2,2045,55--59,Male,337.6
SSP2,2045,60--64,Female,373.1
SSP2,2045,60--64,Male,306.1
SSP2,2045,65--69,Female,326.5
SSP2,2045,65--69,Male,244.8
SSP2,2045,70--74,Female,292.6
SSP2,2045,70--74,Male,191.1
SSP2,2045,75--79,Female,250.9
SSP2,2045,75--79,Male,140.4
SSP2,2045,80--84,Female,231.4
SSP2,2045,80--84,Male,106.5
SSP2,2045,85--89,Female,164.2
SSP2,2045,85--89,Male,57.8
SSP2,2045,90--94,Female,72.3
SSP2,2045,90--94,Male,18.4
SSP2,2045,95--99,Female,19.6
SSP2,2045,95--99,Male,3.7
SSP2,2050,0--4,Female,201.0
SSP2,2050,0--4,Male,212.9
SSP2,2050,10--14,Female,201.2
SSP2,2050,10--14,Male,212.9
SSP2,2050,100+,Female,4.8
SSP2,2050,100+,Male,0.7
SSP2,2050,15--19,Female,197.5
SSP2,2050,15--19,Male,207.7
SSP2,2050,20--24,Female,203.9
SSP2,2050,20--24,Male,212.7
SSP2,2050,25--29,Female,218.1
SSP2,2050,25--29,Male,226.2
SSP2,2050,30--34,Female,265.9
SSP2,2050,30--34,Male,274.4
SSP2,2050,35--39,Female,292.9
SSP2,2050,35--39,Male,299.1
SSP2,2050,40--44,Female,268.5
SSP2,2050,40--44,Male,269.7
SSP2,2050,45--49,Female,244.1
SSP2,2050,45--49,Male,240.5
SSP2,2050,5--9,Female,205.7
SSP2,2050,5--9,Male,217.8
SSP2,2050,50--54,Female,234.4
SSP2,2050,50--54,Male,224.2
SSP2,2050,55--59,Female,297.0
SSP2,2050,55--59,Male,264.7
SSP2,2050,60--64,Female,374.9
SSP2,2050,60--64,Male,316.4
SSP2,2050,65--69,Female,361.7
SSP2,2050,65--69,Male,277.5
SSP2,2050,70--74,Female,309.4
SSP2,2050,70--74,Male,212.4
SSP2,2050,75--79,Female,266.1
SSP2,2050,75--79,Male,153.9
SSP2,2050,80--84,Female,209.9
SSP2,2050,80--84,Male,100.1
SSP2,2050,85--89,Female,166.6
SSP2,2050,85--89,Male,63.2
SSP2,2050,90--94,Female,92.3
SSP2,2050,90--94,Male,25.9
SSP2,2050,95--99,Female,27.5
SSP2,2050,95--99,Male,5.6
SSP2,2055,0--4,Female,187.7
SSP2,2055,0--4,Male,198.9
SSP2,2055,10--14,Female,209.3
SSP2,2055,10--14,Male,221.4
SSP2,2055,100+,Female,7.1
SSP2,2055,100+,Male,1.1
SSP2,2055,15--19,Female,203.9
SSP2,2055,15--19,Male,214.5
SSP2,2055,20--24,Female,202.1
SSP2,2055,20--24,Male,210.9
SSP2,2055,25--29,Female,207.7
SSP2,2055,25--29,Male,215.1
SSP2,2055,30--34,Female,221.2
SSP2,2055,30--34,Male,228.2
SSP2,2055,35--39,Female,268.4
SSP2,2055,35--39,Male,275.0
SSP2,2055,40--44,Female,294.8
SSP2,2055,40--44,Male,298.1
SSP2,2055,45--49,Female,270.2
SSP2,2055,45--49,Male,267.3
SSP2,2055,5--9,Female,204.2
SSP2,2055,5--9,Male,216.2
SSP2,2055,50--54,Female,245.6
SSP2,2055,50--54,Male,236.4
SSP2,2055,55--59,Female,234.9
SSP2,2055,55--59,Male,217.5
SSP2,2055,60--64,Female,294.0
